-4.9875 0 0
-4.9625 0 0
-4.9375 0 0
-4.9125 0 0
-4.8875 0 0
-4.8625 0 0
-4.8375 0 0
-4.8125 0 0
-4.7875 0 0
-4.7625 0 0
-4.7375 0 0
-4.7125 0 0
-4.6875 0 0
-4.6625 0 0
-4.6375 0 0
-4.6125 0 0
-4.5875 0 0
-4.5625 0 0
-4.5375 0 0
-4.5125 0 0
-4.4875 0 0
-4.4625 0 0
-4.4375 0 0
-4.4125 0 0
-4.3875 0 0
-4.3625 0 0
-4.3375 0 0
-4.3125 0 0
-4.2875 0 0
-4.2625 0 0
-4.2375 0 0
-4.2125 0 0
-4.1875 0 0
-4.1625 0 0
-4.1375 0 0
-4.1125 0 0
-4.0875 0 0
-4.0625 0 0
-4.0375 0 0
-4.0125 0 0
-3.9875 0 0
-3.9625 0 0
-3.9375 0 0
-3.9125 0 0
-3.8875 0 0
-3.8625 0 0
-3.8375 0 0
-3.8125 0 0
-3.7875 0 0
-3.7625 0 0
-3.7375 0 0
-3.7125 0 0
-3.6875 0 0
-3.6625 0 0
-3.6375 0 0
-3.6125 0 0
-3.5875 0 0
-3.5625 0 0
-3.5375 0 0
-3.5125 0 0
-3.4875 0 0
-3.4625 0 0
-3.4375 0 0
-3.4125 0 0
-3.3875 0 0
-3.3625 0 0
-3.3375 0 0
-3.3125 0 0
-3.2875 0 0
-3.2625 0 0
-3.2375 0 0
-3.2125 0 0
-3.1875 0 0
-3.1625 0 0
-3.1375 0 0
-3.1125 0 0
-3.0875 0 0
-3.0625 0 0
-3.0375 0 0
-3.0125 0 0
-2.9875 0 0
-2.9625 0 0
-2.9375 0 0
-2.9125 0 0
-2.8875 0 0
-2.8625 0 0
-2.8375 0 0
-2.8125 0 0
-2.7875 0 0
-2.7625 0 0
-2.7375 0 0
-2.7125 0 0
-2.6875 0 0
-2.6625 0 0
-2.6375 0 0
-2.6125 0 0
-2.5875 8.19672e-06 7.98918e-06
-2.5625 0 0
-2.5375 2.45902e-05 1.74842e-05
-2.5125 0 0
-2.4875 2.45902e-05 1.30891e-05
-2.4625 5.7377e-05 2.39675e-05
-2.4375 4.09836e-05 1.9655e-05
-2.4125 7.37705e-05 2.16089e-05
-2.3875 0.000122951 3.25297e-05
-2.3625 9.01639e-05 3.16928e-05
-2.3375 0.000180328 4.76539e-05
-2.3125 0.000204918 3.8227e-05
-2.2875 0.000352459 5.34675e-05
-2.2625 0.00042623 6.89695e-05
-2.2375 0.000606557 6.76912e-05
-2.2125 0.000762295 0.000108293
-2.1875 0.00110656 0.000111713
-2.1625 0.00122131 0.000121287
-2.1375 0.00162295 0.000143805
-2.1125 0.00207377 0.000144446
-2.0875 0.00295082 0.000187989
-2.0625 0.00328689 0.000201271
-2.0375 0.00430328 0.000233535
-2.0125 0.00520492 0.000201404
-1.9875 0.00687705 0.000294506
-1.9625 0.00797541 0.000408403
