0.517226 1.47186 -0.558099
0.63992 1.03679 -0.728459
0.583855 0.901646 -2.81504
0.538327 0.643974 0.71186
0.619452 1.29398 -0.235057
0.642964 0.916728 1.68508
0.392722 1.18297 53.212
0.618545 0.972065 -0.319004
0.511889 0.847716 -2.88647
0.583819 1.21497 0.307139
0.637308 1.47587 1.73322
0.252892 0.726417 -0.214819
0.498777 0.915211 0.780348
0.376492 1.63457 0.551475
0.501589 0.954396 -0.456727
0.413719 0.999685 -0.597012
0.667121 1.34154 -0.539699
0.564037 1.02838 -1.13554
0.490439 0.875264 0.367096
0.463504 1.00416 -1.51909
0.409144 0.782783 -0.512893
0.398416 0.697159 0.0763904
0.564377 1.27378 3.35877
0.613797 0.35856 -0.157991
0.496653 0.588881 -1.44366
0.493367 0.549906 1.11494
0.455884 0.734302 0.762814
0.461842 0.874547 3.12253
0.316675 0.723858 0.748339
0.409639 1.47122 0.437674
0.476711 1.78858 -0.650583
0.664276 0.776807 -0.601803
0.377755 0.527648 -25.3064
0.431982 1.21917 2.13919
0.525508 0.911254 -11.63
0.507248 1.10795 1.66279
0.59628 0.76721 -6.71368
0.497254 1.18127 -0.111783
0.405182 0.790651 0.0863883
0.732359 0.962539 3.0442
0.372206 0.583288 11.2093
0.533025 0.826288 -7.73122
0.559345 1.37898 2.32339
0.677782 0.53031 1.34468
0.563568 1.17558 -3.67341
0.366063 0.743746 -0.83187
0.537223 1.24151 0.676597
0.593945 1.25545 1417.65
0.56914 0.967449 0.177711
0.560058 0.721895 1.43417
0.496416 0.790988 10.1424
0.493147 1.21591 0.493878
0.628628 1.06774 1.28038
0.541973 1.244 -3.27506
0.452865 0.8489 0.236279
0.392487 1.35925 0.655121
0.549767 1.54808 0.349114
0.476396 0.850367 0.540715
0.587418 0.850709 -0.420482
0.509482 0.974866 -6.38889
0.371693 0.854051 -0.609838
0.547259 0.899767 -0.935857
0.518361 1.46291 -0.391975
0.669735 0.933142 1.01224
0.573974 1.33117 -10.9168
0.706312 0.712442 -0.990576
0.549287 1.13108 2.25724
0.486047 0.950206 1.67872
0.54067 1.26835 -4.4674
0.547713 1.08441 -2.78836e-05
0.601691 0.844393 -6.38998
0.568341 0.793835 0.776307
0.488792 0.478709 1.49821
0.468121 0.930626 -0.325337
0.641644 0.865303 -1.74202
0.423764 0.993838 -1.97364
0.570551 0.983793 0.694797
0.571659 0.729722 -0.207471
0.409944 1.10187 1.48706
0.506355 0.932583 -0.358876
0.658746 1.08584 51.7575
0.579131 1.11348 -1.33509
0.365104 1.17345 -0.373692
0.675646 0.745092 -2.32006
0.524698 1.28899 0.192839
0.50085 1.20597 -0.510474
0.548562 1.11721 -0.674598
0.423579 0.816187 -1.43734
0.418073 1.61779 -1.92764
0.432478 0.881845 -2.8692
0.481472 0.608018 -9.41503
0.529097 1.56921 -1.46744
0.557999 0.911453 3.72867
0.533232 0.596831 -2.65029
0.502475 0.972324 7.90554
0.49981 1.16318 2.44388
0.444823 1.19243 1.54921
0.545833 0.820295 0.476713
0.555804 1.02252 -0.196208
0.460085 1.1205 0.202654
0.501908 0.802359 0.368154
0.517591 0.535624 -0.661799
0.539103 1.06645 0.269153
0.444952 1.04492 12.4649
0.456827 0.493622 0.348397
0.681976 0.722502 -1.0146
0.52035 1.17364 31.3801
0.559193 0.69314 -0.0307888
0.471346 1.14837 -0.434633
0.360071 1.04199 0.866146
0.533231 0.765387 5.86144
0.460997 0.828059 6.37527
0.529546 0.92252 -0.161377
0.441263 0.786135 1.26903
0.66037 0.712073 -0.112576
0.629543 1.33423 1.23774
0.493492 0.662462 2.01889
0.402567 0.580196 57.5523
0.513764 0.656795 -2.61263
0.675897 1.0539 1.04425
0.535791 0.721552 0.237807
0.325946 1.20177 0.375885
0.621822 0.879753 0.746868
0.456597 1.29412 0.17466
0.45844 1.06777 -1.49451
0.672995 1.27721 -0.696062
0.532356 0.374489 -0.124097
0.549294 1.30059 -0.008866
0.607322 0.784063 -3.50805
0.576386 0.787043 -5.34449
0.540929 0.953977 0.428087
0.549831 0.884729 0.901004
0.291733 1.24855 2.02705
0.60743 1.14689 1.68006
0.553909 0.874498 -0.1913
0.550133 1.60661 4.09507
0.618317 1.45277 31.4224
0.379134 0.981069 0.498324
0.495619 0.553562 -1.70604
0.456284 0.625864 2.26109
0.548772 0.900073 0.8985
0.444135 0.779432 0.614586
0.468955 0.737187 -0.359206
0.506155 1.51167 -1.32278
0.59072 0.970055 -0.0925132
0.346882 1.28696 0.582531
0.478842 0.793681 -2.55631
0.645984 1.54783 -1.89534
0.5311 1.05575 -0.0149673
0.389442 1.06504 -0.209086
0.427909 0.488195 0.0899436
0.525252 0.830954 0.54834
0.521464 1.15009 0.14152
0.370299 1.3554 1.25173
0.593757 1.14175 13.0477
0.56925 0.561692 0.986537
0.524561 1.21398 -2.76074
0.455532 0.790388 -1.62406
